Dataset;Carpeta;Nombre del archivo;Planta;Condición;Saludable;Planta_Estado
Cassava Leaf Disease Classification ;Cassava;1042223039.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1042521522.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1042550484.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1042661635.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1043083985.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1043086898.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1043184548.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1043238803.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1043392236.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1043752907.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1043857809.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1044221536.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;104436415.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1044411903.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1044545725.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1044718671.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1044918414.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1044930186.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1044971650.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1045099368.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1045208006.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1045339937.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;104535906.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1045545977.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1045708576.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1045776023.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;10459387.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1045989131.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1046156726.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1046187121.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1046222396.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1046486747.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1046631452.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1046703257.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1046776729.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1046830901.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1047071545.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1047154095.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1047210476.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1047272845.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1047550741.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1047645957.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;104769172.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1047894047.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1047901042.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1047958369.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1048147223.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1048372814.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1048581072.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1048678959.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1048686894.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1048738679.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1048872437.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1049426356.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1049791378.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1049924040.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1050134400.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1050263382.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1050292454.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1050313402.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;105057263.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1050774063.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1050847556.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1050949665.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1051469374.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1051688339.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1052028548.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1052095724.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1052118637.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1052854295.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1052881053.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1052903541.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1053009170.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;105315247.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1053293117.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1053317654.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1053317741.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1053331543.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1053506407.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1054048740.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1054179399.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1054232796.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1054468967.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1054935979.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1054946133.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1054987687.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1055012871.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1055305901.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1055627573.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;105602329.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1056943297.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1057043660.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;105741284.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1057462029.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1057519931.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1057579024.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1057697623.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1058428683.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1058438877.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1058466257.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1058542448.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1058931181.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1059213340.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1059218033.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1059334615.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1059412486.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1059498220.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1059782259.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1059986462.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060007225.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060214168.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060477140.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060543398.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1060644080.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;10606813.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060691063.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060739991.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060754806.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;10607686.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1060819932.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1061187521.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1061287420.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;106169527.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;106217104.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;106233037.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1063110047.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1063572140.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1064129080.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1064213029.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1064567128.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1064567864.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1064635740.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1064688608.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1065474134.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1065833532.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1066546103.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1066630679.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1066635665.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1066701107.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1067081821.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1067302519.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1067379852.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1067618974.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1067694987.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1067821323.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1067829359.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;106785011.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1067983435.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1068174637.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1068558018.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1068624123.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1068801763.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1068803845.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1069065600.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1069221450.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1069816211.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1069921431.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1069985474.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1070151605.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1070206679.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1070548894.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1070630875.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1070742689.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1071136061.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1071660717.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1071700805.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;107179104.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1071960213.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1072157342.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1072171567.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1072259548.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1072326766.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1072471707.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1072588150.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1072929806.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1073105435.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;107350755.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1073881095.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1073893170.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1073915000.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1073983503.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;107427326.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1074333151.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1074399386.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1074412436.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;107443287.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1074461567.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1074544926.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;107458529.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;107466550.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1074721909.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1074804892.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1074822391.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1075008294.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1075008577.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
